PAIS,AÑO,MES,PRODUCTO,CANTIDAD DE ENERGIA (GWh),CODIGO DE PRODUCTO,AÑO ACTUAL- MES ACTUA,AÑO ANTERIOR- MES ACTUAL,PARTICIPACION
Mexico,2016,October,Wind,1.192.066,2,9.934.994,6.970.336,4.57%
Mexico,2016,October,Solar,35.293,3,464,209.774,0.14%
Mexico,2016,October,Renewables,4.262.742,22,47.338.895,40.858.702,16.33%
Mexico,2016,October,Low carbon,5.369.316,26,57.610.894,50942.97,20.57%
Mexico,2016,October,Fossil fuels,20.739.439,27,245.265.098,201.928.045,79.43%
Argentina,2016,November,Hydro,2.514.232,1,29.316.745,28.975.005,24.19%
Argentina,2016,November,Wind,45.753,2,543.942,533.309,0.44%
Argentina,2016,November,Solar,1.412,3,13.917,13.447,0.01%
Argentina,2016,November,Renewables,2.594.344,22,31.013.883,30.565.933,24.96%
Argentina,2016,November,Low carbon,3.246.061,26,38.834.052,36.233.493,31.23%
Argentina,2016,November,Fossil fuels,7.148.648,27,100.338.115,89.210.111,68.77%
Brazil,2016,November,Hydro,29.575.104,1,375.970.336,324.098.012,62.57%
Brazil,2016,November,Wind,3.402.626,2,33.240.086,19.310.281,7.20%
Brazil,2016,November,Solar,7.443,3,84.498,50.051,0.02%
Brazil,2016,November,Renewables,37.605.145,22,457.470.239,387.022.816,79.56%
Brazil,2016,November,Low carbon,38.423.383,26,472.444.191,399.552.133,81.29%
Brazil,2016,November,Fossil fuels,8.845.104,27,90.863.524,117.256.967,18.71%
Chile,2016,November,Hydro,2.182.717,1,22.807.999,20.677.228,35.06%
Chile,2016,November,Wind,253.466,2,2.445.999,1.883.166,4.07%
Chile,2016,November,Solar,316.264,3,2.589.998,1.086.781,5.08%
Chile,2016,November,Renewables,3.070.139,22,33.527.852,28.527.154,49.32%
Chile,2016,November,Low carbon,3.070.139,26,33.527.852,28.527.154,49.32%
Chile,2016,November,Fossil fuels,3.154.934,27,42.926.146,37.319.804,50.68%
Colombia,2016,November,Hydro,4.593.596,1,48.459.195,44658.98,74.20%
Colombia,2016,November,Wind,1.075,2,50.622,60.917,0.02%
Colombia,2016,November,Solar,648,3,8.947,8.069,0.01%
Colombia,2016,November,Renewables,4.702.973,22,49.890.778,45.900.511,75.97%
Colombia,2016,November,Low carbon,4.702.973,26,49.890.778,45.900.511,75.97%
Colombia,2016,November,Fossil fuels,1.487.661,27,24.570.492,23.815.672,24.03%
Mexico,2016,November,Hydro,1.338.539,1,29.744.001,29.201.154,5.86%
Mexico,2016,November,Wind,1.072.692,2,9.934.994,7.925.554,4.70%
Mexico,2016,November,Solar,28.133,3,464,225.577,0.12%
Mexico,2016,November,Renewables,3.024.454,22,47.338.895,44.018.665,13.25%
Mexico,2016,November,Low carbon,4105.39,26,57.610.894,54.642.948,17.98%
Mexico,2016,November,Fossil fuels,18.721.831,27,245.265.098,221.100.169,82.02%
Argentina,2016,December,Hydro,2.603.387,1,29.316.745,31.843.542,20.72%
Argentina,2016,December,Wind,54.544,2,543.942,588.61,0.43%
Argentina,2016,December,Solar,1.477,3,13.917,14.912,0.01%
Argentina,2016,December,Renewables,2.684.817,22,31.013.883,33.567.573,21.37%
Argentina,2016,December,Low carbon,3.220.785,26,38.834.052,40211.65,25.63%
Argentina,2016,December,Fossil fuels,9.344.361,27,100.338.115,97.379.183,74.37%
Brazil,2016,December,Hydro,34.086.238,1,375.970.336,355076.9,71.78%
Brazil,2016,December,Wind,3.063.085,2,33.240.086,21465.9,6.45%
Brazil,2016,December,Solar,6.763,3,84.498,58.652,0.01%
Brazil,2016,December,Renewables,39.825.293,22,457.470.239,423.216.131,83.86%
Brazil,2016,December,Low carbon,40.660.613,26,472.444.191,437.123.482,85.62%
Brazil,2016,December,Fossil fuels,6.827.776,27,90.863.524,126.938.481,14.38%
Chile,2016,December,Hydro,2210.17,1,22.807.999,23.403.001,33.34%
Chile,2016,December,Wind,277.525,2,2.445.999,2.111.999,4.19%
Chile,2016,December,Solar,336.899,3,2.589.998,1.238.001,5.08%
Chile,2016,December,Renewables,3295.04,22,33.527.852,32.035.043,49.70%
Chile,2016,December,Low carbon,3295.04,26,33.527.852,32.035.043,49.70%
Chile,2016,December,Fossil fuels,3.334.545,27,42.926.146,39.993.956,50.30%
Colombia,2016,December,Hydro,4.877.303,1,48.459.195,47.938.041,77.04%
Colombia,2016,December,Wind,1.559,2,50.622,67.497,0.02%
Colombia,2016,December,Solar,878,3,8.947,8.947,0.01%
Colombia,2016,December,Renewables,4.987.692,22,49.890.778,49.301.099,78.78%
Colombia,2016,December,Low carbon,4.987.692,26,49.890.778,49.301.099,78.78%
Colombia,2016,December,Fossil fuels,1.343.451,27,24.570.492,26.820.895,21.22%
Mexico,2016,December,Hydro,1.044.509,1,29.744.001,30.614.001,4.74%
Mexico,2016,December,Wind,856.713,2,9.934.994,8.452.944,3.88%
Mexico,2016,December,Solar,21.905,3,464,238.999,0.10%
Mexico,2016,December,Renewables,2.537.953,22,47.338.895,46.579.933,11.51%
Mexico,2016,December,Low carbon,3.569.447,26,57.610.894,57.756.934,16.18%
Mexico,2016,December,Fossil fuels,18.488.956,27,245.265.098,240.020.011,83.82%
Argentina,2017,January,Hydro,2.710.078,1,31.365.202,2.879.946,20.45%
Argentina,2017,January,Wind,55.788,2,607.149,48.728,0.42%
Argentina,2017,January,Solar,1.516,3,16.324,1.298,0.01%
Argentina,2017,January,Renewables,2.851.873,22,33.292.217,2.975.411,21.52%
Argentina,2017,January,Low carbon,3495.18,26,39.062.828,3.667.486,26.37%
Argentina,2017,January,Fossil fuels,9.758.493,27,98.852.402,9.316.804,73.63%
Brazil,2017,January,Hydro,37.366.838,1,366.095.556,33.147.458,77.04%
Brazil,2017,January,Wind,2.872.915,2,42.059.308,1.356.074,5.92%
Brazil,2017,January,Solar,3.261,3,827.103,6.556,0.01%
Brazil,2017,January,Renewables,41.151.073,22,458.637.322,35.708.953,84.84%
Brazil,2017,January,Low carbon,42.509.004,26,473.493.474,37.119.653,87.64%
Brazil,2017,January,Fossil fuels,5.994.718,27,99.586.348,9.829.171,12.36%
Chile,2017,January,Hydro,1.892.683,1,20.888.827,2.554.898,28.87%
Chile,2017,January,Wind,246.717,2,3.515.882,173.14,3.76%
Chile,2017,January,Solar,323.479,3,3.842.698,178.063,4.93%
Chile,2017,January,Renewables,2.988.871,22,34.147.004,3.320.254,45.59%
Chile,2017,January,Low carbon,2.988.871,26,34.147.004,3.320.254,45.59%
Chile,2017,January,Fossil fuels,3.567.022,27,42.881.195,3.111.101,54.41%
Colombia,2017,January,Hydro,4968.19,1,60.637.188,2.913.965,78.64%
Colombia,2017,January,Solar,1.696,3,14.247,1.065,0.03%
Colombia,2017,January,Renewables,5.085.949,22,61.994.521,3.035.733,80.50%
Colombia,2017,January,Low carbon,5.085.949,26,61.994.521,3.035.733,80.50%
Colombia,2017,January,Fossil fuels,1.231.765,27,15.391.195,3.156.569,19.50%
Mexico,2017,January,Hydro,1.335.929,1,31738.56,1.321.344,5.68%
Mexico,2017,January,Wind,947.413,2,9913,1.073.968,4.03%
Mexico,2017,January,Solar,55.323,3,1.073.571,28.495,0.24%
Mexico,2017,January,Renewables,3.121.038,22,50.332.339,3.042.587,13.27%
Mexico,2017,January,Low carbon,4.118.415,26,60.904.342,3.561.572,17.51%
Mexico,2017,January,Fossil fuels,19.400.927,27,248.028.792,18.734.601,82.49%
Argentina,2017,February,Hydro,2.462.237,1,31.365.202,5.522.507,21.04%
Argentina,2017,February,Wind,41.371,2,607.149,93.16,0.35%
Argentina,2017,February,Solar,1.235,3,16.324,2.618,0.01%
Argentina,2017,February,Renewables,2.598.733,22,33.292.217,5.705.874,22.21%
Argentina,2017,February,Low carbon,3.238.901,26,39.062.828,7.070.245,27.68%
Argentina,2017,February,Fossil fuels,8.462.403,27,98.852.402,18.613.704,72.32%
Brazil,2017,February,Hydro,35.407.254,1,366.095.556,65.764.113,79.53%
Brazil,2017,February,Wind,2.176.852,2,42.059.308,3.171.657,4.89%
Brazil,2017,February,Solar,2.808,3,827.103,13.654,0.01%
Brazil,2017,February,Renewables,38317.84,22,458.637.322,71232.77,86.07%
Brazil,2017,February,Low carbon,39.446.883,26,473.493.474,73.912.095,88.61%
Brazil,2017,February,Fossil fuels,5.072.796,27,99.586.348,17.683.892,11.39%
Chile,2017,February,Hydro,1.530.102,1,20.888.827,4.588.797,25.98%
Chile,2017,February,Wind,222.636,2,3.515.882,346.498,3.78%
Chile,2017,February,Solar,299.577,3,3.842.698,347.013,5.09%
Chile,2017,February,Renewables,2.499.248,22,34.147.004,6.155.677,42.44%
Chile,2017,February,Low carbon,2.499.248,26,34.147.004,6.155.677,42.44%
Chile,2017,February,Fossil fuels,3.390.139,27,42.881.195,6.459.094,57.56%
Colombia,2017,February,Hydro,4.443.333,1,60.637.188,5.851.494,73.70%
Colombia,2017,February,Solar,1.323,3,14.247,1.896,0.02%
Colombia,2017,February,Renewables,4.559.073,22,61.994.521,6.100.873,75.62%
Colombia,2017,February,Low carbon,4.559.073,26,61.994.521,6.100.873,75.62%
Colombia,2017,February,Fossil fuels,1.469.502,27,15.391.195,6.166.844,24.38%
Mexico,2017,February,Hydro,1.403.308,1,31738.56,3.017.699,6.42%
Mexico,2017,February,Wind,862.373,2,9913,1.941.314,3.94%
Mexico,2017,February,Solar,61.326,3,1.073.571,63.961,0.28%
Mexico,2017,February,Renewables,3.032.321,22,50.332.339,6.213.588,13.86%
Mexico,2017,February,Low carbon,3.968.427,26,60.904.342,7.167.412,18.14%
Mexico,2017,February,Fossil fuels,17.906.172,27,248.028.792,36.845.042,81.86%
Argentina,2017,March,Hydro,2.456.312,1,31.365.202,7.832.608,21.02%
Argentina,2017,March,Wind,43.241,2,607.149,142.859,0.37%
Argentina,2017,March,Solar,1.381,3,16.324,3.875,0.01%
Argentina,2017,March,Renewables,2.603.933,22,33.292.217,8.114.479,22.28%
Argentina,2017,March,Low carbon,3.118.553,26,39.062.828,10.080.288,26.69%
Argentina,2017,March,Fossil fuels,8.567.941,27,98.852.402,26.539.178,73.31%
Brazil,2017,March,Hydro,37.331.688,1,366.095.556,102158.82,76.01%
Brazil,2017,March,Wind,2.042.327,2,42.059.308,5.236.426,4.16%
Brazil,2017,March,Solar,2.549,3,827.103,21.613,0.01%
Brazil,2017,March,Renewables,40.887.281,22,458.637.322,111.652.609,83.25%
Brazil,2017,March,Low carbon,42.129.228,26,473.493.474,115.737.422,85.77%
Brazil,2017,March,Fossil fuels,6.987.177,27,99.586.348,24728.83,14.23%
Chile,2017,March,Hydro,1.218.459,1,20.888.827,6.254.614,18.92%
Chile,2017,March,Wind,252.558,2,3.515.882,476.274,3.92%
Chile,2017,March,Solar,316.626,3,3.842.698,526.949,4.92%
Chile,2017,March,Renewables,2.324.934,22,34.147.004,8.650.981,36.10%
Chile,2017,March,Low carbon,2.324.934,26,34.147.004,8.650.981,36.10%
Chile,2017,March,Fossil fuels,4.115.342,27,42.881.195,10.612.239,63.90%
Colombia,2017,March,Hydro,4.844.229,1,60.637.188,8.444.353,75.88%
Colombia,2017,March,Solar,1.059,3,14.247,2.561,0.02%
Colombia,2017,March,Renewables,4.961.553,22,61.994.521,8.826.032,77.72%
Colombia,2017,March,Low carbon,4.961.553,26,61.994.521,8.826.032,77.72%
Colombia,2017,March,Fossil fuels,1.422.717,27,15.391.195,9.441.531,22.28%
Mexico,2017,March,Hydro,1.898.365,1,31738.56,5.537.478,7.51%
Mexico,2017,March,Wind,1.201.708,2,9913,2583.87,4.76%
Mexico,2017,March,Solar,73.795,3,1.073.571,105.956,0.29%
Mexico,2017,March,Renewables,3.956.921,22,50.332.339,9.988.574,15.66%
Mexico,2017,March,Low carbon,4.992.798,26,60.904.342,11.185.195,19.76%
Mexico,2017,March,Fossil fuels,20.269.669,27,248.028.792,56.840.635,80.24%
Argentina,2017,April,Hydro,2.149.589,1,31.365.202,10.199.808,21.08%
Argentina,2017,April,Wind,45.599,2,607.149,193.923,0.45%
Argentina,2017,April,Solar,1.077,3,16.324,4.698,0.01%
Argentina,2017,April,Renewables,2.254.212,22,33.292.217,10.557.216,22.11%
Argentina,2017,April,Low carbon,2.498.404,26,39.062.828,13.240.711,24.50%
Argentina,2017,April,Fossil fuels,7698.66,27,98.852.402,34.086.328,75.50%
Brazil,2017,April,Hydro,31.120.684,1,366.095.556,135.503.191,67.50%
Brazil,2017,April,Wind,2.560.043,2,42.059.308,7.569.029,5.55%
Brazil,2017,April,Solar,2.381,3,827.103,28.306,0.01%
Brazil,2017,April,Renewables,37.231.868,22,458.637.322,151.501.504,80.76%
Brazil,2017,April,Low carbon,38.584.667,26,473.493.474,156.938.557,83.69%
Brazil,2017,April,Fossil fuels,7519.6,27,99.586.348,32.100.467,16.31%
Chile,2017,April,Hydro,1.064.571,1,20.888.827,8.000.045,17.59%
Chile,2017,April,Wind,269.098,2,3.515.882,654.315,4.45%
Chile,2017,April,Solar,281.586,3,3.842.698,678.479,4.65%
Chile,2017,April,Renewables,2.155.663,22,34.147.004,11.205.336,35.62%
Chile,2017,April,Low carbon,2.155.663,26,34.147.004,11.205.336,35.62%
Chile,2017,April,Fossil fuels,3.896.215,27,42.881.195,14.178.766,64.38%
Colombia,2017,April,Hydro,4.962.182,1,60.637.188,11.875.302,78.77%
Colombia,2017,April,Wind,442,2,3.049,20.559,0.01%
Colombia,2017,April,Solar,892,3,14.247,3.121,0.01%
Colombia,2017,April,Renewables,5.073.647,22,61.994.521,12.386.057,80.54%
Colombia,2017,April,Low carbon,5.073.647,26,61.994.521,12.386.057,80.54%
Colombia,2017,April,Fossil fuels,1.225.574,27,15.391.195,11869.71,19.46%
Mexico,2017,April,Hydro,2.658.276,1,31738.56,8.768.572,10.64%
Mexico,2017,April,Wind,879.798,2,9913,3.375.127,3.52%
Mexico,2017,April,Solar,95.268,3,1.073.571,150.952,0.38%
Mexico,2017,April,Renewables,4.361.307,22,50.332.339,14.647.408,17.45%
Mexico,2017,April,Low carbon,5.360.314,26,60.904.342,16.404.694,21.45%
Mexico,2017,April,Fossil fuels,19.627.039,27,248.028.792,77.162.672,78.55%
Argentina,2017,May,Hydro,2494.18,1,31.365.202,13.036.087,22.64%
Argentina,2017,May,Wind,40.923,2,607.149,227.352,0.37%
Argentina,2017,May,Solar,1.136,3,16.324,5.211,0.01%
Argentina,2017,May,Renewables,2592.65,22,33.292.217,13.639.686,23.53%
Argentina,2017,May,Low carbon,2.788.375,26,39.062.828,17.086.225,25.31%
Argentina,2017,May,Fossil fuels,8.229.131,27,98.852.402,42.054.151,74.69%
Brazil,2017,May,Hydro,30.848.952,1,366.095.556,166.800.343,64.70%
Brazil,2017,May,Wind,2.736.352,2,42.059.308,9.959.958,5.74%
Brazil,2017,May,Solar,8.035,3,827.103,34.245,0.02%
Brazil,2017,May,Renewables,38.673.176,22,458.637.322,190.118.054,81.11%
Brazil,2017,May,Low carbon,40.008.526,26,473.493.474,196.966.819,83.91%
Brazil,2017,May,Fossil fuels,7.673.888,27,99.586.348,38.364.563,16.09%
Chile,2017,May,Hydro,1.215.189,1,20.888.827,9.794.195,18.53%
Chile,2017,May,Wind,279.359,2,3.515.882,791.193,4.26%
Chile,2017,May,Solar,210.932,3,3.842.698,818.921,3.22%
Chile,2017,May,Renewables,2.291.605,22,34.147.004,13773.3,34.93%
Chile,2017,May,Low carbon,2.291.605,26,34.147.004,13773.3,34.93%
Chile,2017,May,Fossil fuels,4.268.104,27,42.881.195,18.105.209,65.07%
Colombia,2017,May,Hydro,5.333.332,1,60.637.188,16331.63,81.05%
Colombia,2017,May,Wind,657,2,3.049,24.591,0.01%
Colombia,2017,May,Solar,1.067,3,14.247,3.791,0.02%
Colombia,2017,May,Renewables,5.424.552,22,61.994.521,16946.65,82.43%
Colombia,2017,May,Low carbon,5.424.552,26,61.994.521,16946.65,82.43%
Colombia,2017,May,Fossil fuels,1.155.918,27,15.391.195,13.542.132,17.57%
Mexico,2017,May,Hydro,3.735.014,1,31738.56,12378.89,13.36%
Mexico,2017,May,Wind,525.446,2,9913,3.847.588,1.88%
Mexico,2017,May,Solar,96.692,3,1.073.571,205.216,0.35%
Mexico,2017,May,Renewables,5.045.531,22,50.332.339,19.401.568,18.05%
Mexico,2017,May,Low carbon,6.075.738,26,60.904.342,22068.58,21.74%
Mexico,2017,May,Fossil fuels,21.871.612,27,248.028.792,98.911.944,78.26%
Argentina,2017,June,Hydro,2.492.291,1,31.365.202,15.480.816,20.90%
Argentina,2017,June,Wind,53.486,2,607.149,269.135,0.45%
Argentina,2017,June,Solar,1.122,3,16.324,5.962,0.01%
Argentina,2017,June,Renewables,2656.4,22,33.292.217,16.704.038,22.28%
Argentina,2017,June,Low carbon,2900.19,26,39.062.828,20.852.799,24.33%
Argentina,2017,June,Fossil fuels,9.022.103,27,98.852.402,50.685.862,75.67%
Brazil,2017,June,Hydro,29.673.356,1,366.095.556,195.982.649,64.76%
Brazil,2017,June,Wind,3.329.483,2,42.059.308,12.657.927,7.27%
Brazil,2017,June,Solar,32.323,3,827.103,39.945,0.07%
Brazil,2017,June,Renewables,38.683.045,22,458.637.322,226731.03,84.42%
Brazil,2017,June,Low carbon,39.870.593,26,473.493.474,234.761.091,87.01%
Brazil,2017,June,Fossil fuels,5.952.687,27,99.586.348,44.960.764,12.99%
Chile,2017,June,Hydro,1.384.864,1,20.888.827,11402,20.62%
Chile,2017,June,Wind,321.733,2,3.515.882,985.785,4.79%
Chile,2017,June,Solar,191.966,3,3.842.698,962.753,2.86%
Chile,2017,June,Renewables,2.458.535,22,34.147.004,16.250.269,36.60%
Chile,2017,June,Low carbon,2.458.535,26,34.147.004,16.250.269,36.60%
Chile,2017,June,Fossil fuels,4.258.397,27,42.881.195,22.188.012,63.40%
Colombia,2017,June,Hydro,5.178.952,1,60.637.188,20587.12,80.92%
Colombia,2017,June,Wind,216,2,3.049,30.506,0.00%
Colombia,2017,June,Solar,1.11,3,14.247,4.488,0.02%
Colombia,2017,June,Renewables,5.282.733,22,61.994.521,21.310.921,82.54%
Colombia,2017,June,Low carbon,5.282.733,26,61.994.521,21.310.921,82.54%
Colombia,2017,June,Fossil fuels,1.117.676,27,15.391.195,15.274.979,17.46%
Mexico,2017,June,Hydro,3.791.146,1,31738.56,15.321.622,13.30%
Mexico,2017,June,Wind,412.638,2,9913,4.385.529,1.45%
Mexico,2017,June,Solar,92.638,3,1.073.571,253.806,0.33%
Mexico,2017,June,Renewables,4.875.448,22,50.332.339,23.546.749,17.11%
Mexico,2017,June,Low carbon,5.883.185,26,60.904.342,27.288.744,20.64%
Mexico,2017,June,Fossil fuels,22.618.843,27,248.028.792,121.314.199,79.36%
Argentina,2017,July,Hydro,2.224.739,1,31.365.202,17.621.701,17.49%
Argentina,2017,July,Wind,51.038,2,607.149,309.724,0.40%
Argentina,2017,July,Solar,1.15,3,16.324,7.076,0.01%
Argentina,2017,July,Renewables,2.413.623,22,33.292.217,18.910.032,18.97%
Argentina,2017,July,Low carbon,2.668.194,26,39.062.828,23.745.733,20.97%
Argentina,2017,July,Fossil fuels,10.055.089,27,98.852.402,60.274.171,79.03%
Brazil,2017,July,Hydro,26.714.177,1,366.095.556,225.564.346,57.03%
Brazil,2017,July,Wind,4.070.387,2,42.059.308,16.013.292,8.69%
Brazil,2017,July,Solar,51.719,3,827.103,46.545,0.11%
Brazil,2017,July,Renewables,37.351.505,22,458.637.322,265.478.983,79.75%
Brazil,2017,July,Low carbon,38.698.145,26,473.493.474,274.592.405,82.62%
Brazil,2017,July,Fossil fuels,8.140.307,27,99.586.348,51336.84,17.38%
Chile,2017,July,Hydro,1.691.385,1,20.888.827,12.946.296,25.52%
Chile,2017,July,Wind,318.038,2,3.515.882,1151.81,4.80%
Chile,2017,July,Solar,251.882,3,3.842.698,1.146.505,3.80%
Chile,2017,July,Renewables,2.820.575,22,34.147.004,18.687.719,42.55%
Chile,2017,July,Low carbon,2.820.575,26,34.147.004,18.687.719,42.55%
Chile,2017,July,Fossil fuels,3.807.828,27,42.881.195,26.285.668,57.45%
Colombia,2017,July,Hydro,5.358.936,1,60.637.188,25.166.873,81.50%
Colombia,2017,July,Solar,1.195,3,14.247,5.238,0.02%
Colombia,2017,July,Renewables,5.476.325,22,61.994.521,26.006.935,83.28%
Colombia,2017,July,Low carbon,5.476.325,26,61.994.521,26.006.935,83.28%
Colombia,2017,July,Fossil fuels,1.099.298,27,15.391.195,16811.26,16.72%
Mexico,2017,July,Hydro,2.517.785,1,31738.56,18.361.805,8.84%
Mexico,2017,July,Wind,1.055.566,2,9913,5.447.153,3.71%
Mexico,2017,July,Solar,102.663,3,1.073.571,299.066,0.36%
Mexico,2017,July,Renewables,4.206.289,22,50.332.339,28.290.094,14.77%
Mexico,2017,July,Low carbon,5.217.516,26,60.904.342,33.178.563,18.32%
Mexico,2017,July,Fossil fuels,23.255.461,27,248.028.792,144.303.405,81.68%
Argentina,2017,August,Hydro,2.505.627,1,31.365.202,19.645.467,21.74%
Argentina,2017,August,Wind,53.465,2,607.149,354.662,0.46%
Argentina,2017,August,Solar,1.363,3,16.324,8.373,0.01%
Argentina,2017,August,Renewables,2.699.465,22,33.292.217,21.004.015,23.42%
Argentina,2017,August,Low carbon,3326.93,26,39.062.828,26.343.782,28.87%
Argentina,2017,August,Fossil fuels,8.197.053,27,98.852.402,68840.94,71.13%
Brazil,2017,August,Hydro,25.934.789,1,366.095.556,255033.67,53.14%
Brazil,2017,August,Wind,4404.66,2,42.059.308,19.445.293,9.03%
Brazil,2017,August,Solar,66.845,3,827.103,54.011,0.14%
Brazil,2017,August,Renewables,36.610.007,22,458.637.322,304.156.031,75.02%
Brazil,2017,August,Low carbon,37.823.215,26,473.493.474,314.675.059,77.50%
Brazil,2017,August,Fossil fuels,10.979.619,27,99.586.348,58.924.662,22.50%
Chile,2017,August,Hydro,1.621.283,1,20.888.827,14.816.886,24.18%
Chile,2017,August,Wind,302.998,2,3.515.882,1423.07,4.52%
Chile,2017,August,Solar,316.441,3,3.842.698,1.373.789,4.72%
Chile,2017,August,Renewables,2778.27,22,34.147.004,21.544.551,41.44%
Chile,2017,August,Low carbon,2778.27,26,34.147.004,21.544.551,41.44%
Chile,2017,August,Fossil fuels,3.926.828,27,42.881.195,29.795.228,58.56%
Colombia,2017,August,Hydro,5.337.995,1,60.637.188,29.875.419,79.92%
Colombia,2017,August,Wind,79,2,3.049,43.211,0.00%
Colombia,2017,August,Solar,1.195,3,14.247,5.988,0.02%
Colombia,2017,August,Renewables,5459.02,22,61.994.521,30.842.586,81.73%
Colombia,2017,August,Low carbon,5459.02,26,61.994.521,30.842.586,81.73%
Colombia,2017,August,Fossil fuels,1.220.005,27,15.391.195,18.469.103,18.27%
Mexico,2017,August,Hydro,3.280.101,1,31738.56,21.817.508,11.10%
Mexico,2017,August,Wind,638.918,2,9913,6.100.879,2.16%
Mexico,2017,August,Solar,102.323,3,1.073.571,341.671,0.35%
Mexico,2017,August,Renewables,4.524.054,22,50.332.339,33.057.503,15.32%
Mexico,2017,August,Low carbon,5.055.148,26,60.904.342,39.085.088,17.11%
Mexico,2017,August,Fossil fuels,24.482.366,27,248.028.792,166.418.376,82.89%
Argentina,2017,September,Hydro,2.559.332,1,31.365.202,21.852.154,24.07%
Argentina,2017,September,Wind,46.587,2,607.149,399.199,0.44%
Argentina,2017,September,Solar,1.39,3,16.324,9.68,0.01%
Argentina,2017,September,Renewables,2.755.395,22,33.292.217,23.299.875,25.91%
